,Date,Time from,Time to,betr. import [MW],betr. export [MW],qual. import [MW],qual. export [MW],Unnamed: 0,qual. NEG [MW],qual. POS [MW],betr. NEG [MW],betr. POS [MW],qual. [EUR/MWh],betr. [MW],qual. [MW],qual. import [EUR/MWh],qual. export [EUR/MWh],NRV balance more than 80% of the contracted control reserve,MOL Deviation,Explanation
0,11.10.2021,00:00,00:15,,,,,0.0,-,-,,,,,,,,,,
1,11.10.2021,00:15,00:30,,,,,1.0,-,-,,,,,,,,,,
2,11.10.2021,00:30,00:45,,,,,2.0,-,-,,,,,,,,,,
3,11.10.2021,00:45,01:00,,,,,3.0,-,-,,,,,,,,,,
4,11.10.2021,01:00,01:15,,,,,4.0,-,-,,,,,,,,,,
5,11.10.2021,01:15,01:30,,,,,5.0,-,-,,,,,,,,,,
6,11.10.2021,01:30,01:45,,,,,6.0,-,-,,,,,,,,,,
7,11.10.2021,01:45,02:00,,,,,7.0,-,-,,,,,,,,,,
8,11.10.2021,02:00,02:15,,,,,8.0,-,-,,,,,,,,,,
9,11.10.2021,02:15,02:30,,,,,9.0,-,-,,,,,,,,,,
10,11.10.2021,02:30,02:45,,,,,10.0,-,-,,,,,,,,,,
11,11.10.2021,02:45,03:00,,,,,11.0,-,-,,,,,,,,,,
12,11.10.2021,03:00,03:15,,,,,12.0,-,-,,,,,,,,,,
13,11.10.2021,03:15,03:30,,,,,13.0,-,-,,,,,,,,,,
14,11.10.2021,03:30,03:45,,,,,14.0,-,-,,,,,,,,,,
15,11.10.2021,03:45,04:00,,,,,15.0,-,-,,,,,,,,,,
16,11.10.2021,04:00,04:15,,,,,16.0,-,-,,,,,,,,,,
17,11.10.2021,04:15,04:30,,,,,17.0,-,-,,,,,,,,,,
18,11.10.2021,04:30,04:45,,,,,18.0,-,-,,,,,,,,,,
19,11.10.2021,04:45,05:00,,,,,19.0,-,-,,,,,,,,,,
20,11.10.2021,05:00,05:15,,,,,20.0,-,-,,,,,,,,,,
21,11.10.2021,05:15,05:30,,,,,21.0,-,-,,,,,,,,,,
22,11.10.2021,05:30,05:45,,,,,22.0,-,-,,,,,,,,,,
23,11.10.2021,05:45,06:00,,,,,23.0,-,-,,,,,,,,,,
24,11.10.2021,06:00,06:15,,,,,24.0,-,-,,,,,,,,,,
25,11.10.2021,06:15,06:30,,,,,25.0,-,-,,,,,,,,,,
26,11.10.2021,06:30,06:45,,,,,26.0,-,-,,,,,,,,,,
27,11.10.2021,06:45,07:00,,,,,27.0,-,-,,,,,,,,,,
28,11.10.2021,07:00,07:15,,,,,28.0,-,-,,,,,,,,,,
29,11.10.2021,07:15,07:30,,,,,29.0,-,-,,,,,,,,,,
30,11.10.2021,07:30,07:45,,,,,30.0,-,-,,,,,,,,,,
31,11.10.2021,07:45,08:00,,,,,31.0,-,-,,,,,,,,,,
32,11.10.2021,08:00,08:15,,,,,32.0,-,-,,,,,,,,,,
33,11.10.2021,08:15,08:30,,,,,33.0,-,-,,,,,,,,,,
34,11.10.2021,08:30,08:45,,,,,34.0,-,-,,,,,,,,,,
35,11.10.2021,08:45,09:00,,,,,35.0,-,-,,,,,,,,,,
36,11.10.2021,09:00,09:15,,,,,36.0,-,-,,,,,,,,,,
37,11.10.2021,09:15,09:30,,,,,37.0,-,-,,,,,,,,,,
38,11.10.2021,09:30,09:45,,,,,38.0,-,-,,,,,,,,,,
39,11.10.2021,09:45,10:00,,,,,39.0,-,-,,,,,,,,,,
40,11.10.2021,10:00,10:15,,,,,40.0,-,-,,,,,,,,,,
41,11.10.2021,10:15,10:30,,,,,41.0,-,-,,,,,,,,,,
42,11.10.2021,10:30,10:45,,,,,42.0,-,-,,,,,,,,,,
43,11.10.2021,10:45,11:00,,,,,43.0,-,-,,,,,,,,,,
44,11.10.2021,11:00,11:15,,,,,44.0,-,-,,,,,,,,,,
45,11.10.2021,11:15,11:30,,,,,45.0,-,-,,,,,,,,,,
46,11.10.2021,11:30,11:45,,,,,46.0,-,-,,,,,,,,,,
47,11.10.2021,11:45,12:00,,,,,47.0,-,-,,,,,,,,,,
48,11.10.2021,12:00,12:15,,,,,48.0,-,-,,,,,,,,,,
49,11.10.2021,12:15,12:30,,,,,49.0,-,-,,,,,,,,,,
50,11.10.2021,12:30,12:45,,,,,50.0,-,-,,,,,,,,,,
51,11.10.2021,12:45,13:00,,,,,51.0,-,-,,,,,,,,,,
52,11.10.2021,13:00,13:15,,,,,52.0,-,-,,,,,,,,,,
53,11.10.2021,13:15,13:30,,,,,53.0,-,-,,,,,,,,,,
54,11.10.2021,13:30,13:45,,,,,54.0,-,-,,,,,,,,,,
55,11.10.2021,13:45,14:00,,,,,55.0,-,-,,,,,,,,,,
56,11.10.2021,14:00,14:15,,,,,56.0,-,-,,,,,,,,,,
57,11.10.2021,14:15,14:30,,,,,57.0,-,-,,,,,,,,,,
58,11.10.2021,14:30,14:45,,,,,58.0,-,-,,,,,,,,,,
59,11.10.2021,14:45,15:00,,,,,59.0,-,-,,,,,,,,,,
60,11.10.2021,15:00,15:15,,,,,60.0,-,-,,,,,,,,,,
61,11.10.2021,15:15,15:30,,,,,61.0,-,-,,,,,,,,,,
62,11.10.2021,15:30,15:45,,,,,62.0,-,-,,,,,,,,,,
63,11.10.2021,15:45,16:00,,,,,63.0,-,-,,,,,,,,,,
64,11.10.2021,16:00,16:15,,,,,64.0,-,-,,,,,,,,,,
65,11.10.2021,16:15,16:30,,,,,65.0,-,-,,,,,,,,,,
66,11.10.2021,16:30,16:45,,,,,66.0,-,-,,,,,,,,,,
67,11.10.2021,16:45,17:00,,,,,67.0,-,-,,,,,,,,,,
68,11.10.2021,17:00,17:15,,,,,68.0,-,-,,,,,,,,,,
69,11.10.2021,17:15,17:30,,,,,69.0,-,-,,,,,,,,,,
70,11.10.2021,17:30,17:45,,,,,70.0,-,-,,,,,,,,,,
71,11.10.2021,17:45,18:00,,,,,71.0,-,-,,,,,,,,,,
72,11.10.2021,18:00,18:15,,,,,72.0,-,-,,,,,,,,,,
73,11.10.2021,18:15,18:30,,,,,73.0,-,-,,,,,,,,,,
74,11.10.2021,18:30,18:45,,,,,74.0,-,-,,,,,,,,,,
75,11.10.2021,18:45,19:00,,,,,75.0,-,-,,,,,,,,,,
76,11.10.2021,19:00,19:15,,,,,76.0,-,-,,,,,,,,,,
77,11.10.2021,19:15,19:30,,,,,77.0,-,-,,,,,,,,,,
78,11.10.2021,19:30,19:45,,,,,78.0,-,-,,,,,,,,,,
79,11.10.2021,19:45,20:00,,,,,79.0,-,-,,,,,,,,,,
80,11.10.2021,20:00,20:15,,,,,80.0,-,-,,,,,,,,,,
81,11.10.2021,20:15,20:30,,,,,81.0,-,-,,,,,,,,,,
82,11.10.2021,20:30,20:45,,,,,82.0,-,-,,,,,,,,,,
83,11.10.2021,20:45,21:00,,,,,83.0,-,-,,,,,,,,,,
84,11.10.2021,21:00,21:15,,,,,84.0,-,-,,,,,,,,,,
85,11.10.2021,21:15,21:30,,,,,85.0,-,-,,,,,,,,,,
86,11.10.2021,21:30,21:45,,,,,86.0,-,-,,,,,,,,,,
87,11.10.2021,21:45,22:00,,,,,87.0,-,-,,,,,,,,,,
88,11.10.2021,22:00,22:15,,,,,88.0,-,-,,,,,,,,,,
89,11.10.2021,22:15,22:30,,,,,89.0,-,-,,,,,,,,,,
90,11.10.2021,22:30,22:45,,,,,90.0,-,-,,,,,,,,,,
91,11.10.2021,22:45,23:00,,,,,91.0,-,-,,,,,,,,,,
92,11.10.2021,23:00,23:15,,,,,92.0,-,-,,,,,,,,,,
93,11.10.2021,23:15,23:30,,,,,93.0,-,-,,,,,,,,,,
94,11.10.2021,23:30,23:45,,,,,94.0,-,-,,,,,,,,,,
95,11.10.2021,23:45,00:00,,,,,95.0,-,-,,,,,,,,,,
96,11.10.2021,00:00,00:15,,,,,0.0,-,-,0.0,0.0,,,,,,,,
97,11.10.2021,00:15,00:30,,,,,1.0,-,-,0.0,0.0,,,,,,,,
98,11.10.2021,00:30,00:45,,,,,2.0,-,-,0.0,0.0,,,,,,,,
99,11.10.2021,00:45,01:00,,,,,3.0,-,-,0.0,0.0,,,,,,,,
100,11.10.2021,01:00,01:15,,,,,4.0,-,-,0.0,0.0,,,,,,,,
101,11.10.2021,01:15,01:30,,,,,5.0,-,-,0.0,0.0,,,,,,,,
102,11.10.2021,01:30,01:45,,,,,6.0,-,-,0.0,0.0,,,,,,,,
103,11.10.2021,01:45,02:00,,,,,7.0,-,-,0.0,0.0,,,,,,,,
104,11.10.2021,02:00,02:15,,,,,8.0,-,-,0.0,0.0,,,,,,,,
105,11.10.2021,02:15,02:30,,,,,9.0,-,-,0.0,0.0,,,,,,,,
106,11.10.2021,02:30,02:45,,,,,10.0,-,-,0.0,0.0,,,,,,,,
107,11.10.2021,02:45,03:00,,,,,11.0,-,-,0.0,0.0,,,,,,,,
108,11.10.2021,03:00,03:15,,,,,12.0,-,-,0.0,0.0,,,,,,,,
109,11.10.2021,03:15,03:30,,,,,13.0,-,-,0.0,0.0,,,,,,,,
110,11.10.2021,03:30,03:45,,,,,14.0,-,-,0.0,0.0,,,,,,,,
111,11.10.2021,03:45,04:00,,,,,15.0,-,-,0.0,0.0,,,,,,,,
112,11.10.2021,04:00,04:15,,,,,16.0,-,-,0.0,0.0,,,,,,,,
113,11.10.2021,04:15,04:30,,,,,17.0,-,-,0.0,0.0,,,,,,,,
114,11.10.2021,04:30,04:45,,,,,18.0,-,-,0.0,0.0,,,,,,,,
115,11.10.2021,04:45,05:00,,,,,19.0,-,-,0.0,0.0,,,,,,,,
116,11.10.2021,05:00,05:15,,,,,20.0,-,-,0.0,0.0,,,,,,,,
117,11.10.2021,05:15,05:30,,,,,21.0,-,-,0.0,0.0,,,,,,,,
118,11.10.2021,05:30,05:45,,,,,22.0,-,-,0.0,0.0,,,,,,,,
119,11.10.2021,05:45,06:00,,,,,23.0,-,-,0.0,0.0,,,,,,,,
120,11.10.2021,06:00,06:15,,,,,24.0,-,-,0.0,0.0,,,,,,,,
121,11.10.2021,06:15,06:30,,,,,25.0,-,-,0.0,0.0,,,,,,,,
122,11.10.2021,06:30,06:45,,,,,26.0,-,-,0.0,0.0,,,,,,,,
123,11.10.2021,06:45,07:00,,,,,27.0,-,-,0.0,0.0,,,,,,,,
124,11.10.2021,07:00,07:15,,,,,28.0,-,-,0.0,0.0,,,,,,,,
125,11.10.2021,07:15,07:30,,,,,29.0,-,-,0.0,0.0,,,,,,,,
126,11.10.2021,07:30,07:45,,,,,30.0,-,-,0.0,0.0,,,,,,,,
127,11.10.2021,07:45,08:00,,,,,31.0,-,-,0.0,0.0,,,,,,,,
128,11.10.2021,08:00,08:15,,,,,32.0,-,-,0.0,0.0,,,,,,,,
129,11.10.2021,08:15,08:30,,,,,33.0,-,-,0.0,0.0,,,,,,,,
130,11.10.2021,08:30,08:45,,,,,34.0,-,-,0.0,0.0,,,,,,,,
131,11.10.2021,08:45,09:00,,,,,35.0,-,-,0.0,0.0,,,,,,,,
132,11.10.2021,09:00,09:15,,,,,36.0,-,-,0.0,0.0,,,,,,,,
133,11.10.2021,09:15,09:30,,,,,37.0,-,-,0.0,0.0,,,,,,,,
134,11.10.2021,09:30,09:45,,,,,38.0,-,-,0.0,0.0,,,,,,,,
135,11.10.2021,09:45,10:00,,,,,39.0,-,-,0.0,0.0,,,,,,,,
136,11.10.2021,10:00,10:15,,,,,40.0,-,-,0.0,0.0,,,,,,,,
137,11.10.2021,10:15,10:30,,,,,41.0,-,-,0.0,0.0,,,,,,,,
138,11.10.2021,10:30,10:45,,,,,42.0,-,-,0.0,0.0,,,,,,,,
139,11.10.2021,10:45,11:00,,,,,43.0,-,-,0.0,0.0,,,,,,,,
140,11.10.2021,11:00,11:15,,,,,44.0,-,-,0.0,0.0,,,,,,,,
141,11.10.2021,11:15,11:30,,,,,45.0,-,-,0.0,0.0,,,,,,,,
142,11.10.2021,11:30,11:45,,,,,46.0,-,-,0.0,0.0,,,,,,,,
143,11.10.2021,11:45,12:00,,,,,47.0,-,-,0.0,0.0,,,,,,,,
144,11.10.2021,12:00,12:15,,,,,48.0,-,-,0.0,0.0,,,,,,,,
145,11.10.2021,12:15,12:30,,,,,49.0,-,-,0.0,0.0,,,,,,,,
146,11.10.2021,12:30,12:45,,,,,50.0,-,-,0.0,0.0,,,,,,,,
147,11.10.2021,12:45,13:00,,,,,51.0,-,-,0.0,0.0,,,,,,,,
148,11.10.2021,13:00,13:15,,,,,52.0,-,-,0.0,0.0,,,,,,,,
149,11.10.2021,13:15,13:30,,,,,53.0,-,-,0.0,0.0,,,,,,,,
150,11.10.2021,13:30,13:45,,,,,54.0,-,-,0.0,0.0,,,,,,,,
151,11.10.2021,13:45,14:00,,,,,55.0,-,-,0.0,0.0,,,,,,,,
152,11.10.2021,14:00,14:15,,,,,56.0,-,-,0.0,0.0,,,,,,,,
153,11.10.2021,14:15,14:30,,,,,57.0,-,-,0.0,0.0,,,,,,,,
154,11.10.2021,14:30,14:45,,,,,58.0,-,-,0.0,0.0,,,,,,,,
155,11.10.2021,14:45,15:00,,,,,59.0,-,-,0.0,0.0,,,,,,,,
156,11.10.2021,15:00,15:15,,,,,60.0,-,-,0.0,0.0,,,,,,,,
157,11.10.2021,15:15,15:30,,,,,61.0,-,-,0.0,0.0,,,,,,,,
158,11.10.2021,15:30,15:45,,,,,62.0,-,-,0.0,0.0,,,,,,,,
159,11.10.2021,15:45,16:00,,,,,63.0,-,-,0.0,0.0,,,,,,,,
160,11.10.2021,16:00,16:15,,,,,64.0,-,-,0.0,0.0,,,,,,,,
161,11.10.2021,16:15,16:30,,,,,65.0,-,-,0.0,0.0,,,,,,,,
162,11.10.2021,16:30,16:45,,,,,66.0,-,-,0.0,0.0,,,,,,,,
163,11.10.2021,16:45,17:00,,,,,67.0,-,-,0.0,0.0,,,,,,,,
164,11.10.2021,17:00,17:15,,,,,68.0,-,-,0.0,0.0,,,,,,,,
165,11.10.2021,17:15,17:30,,,,,69.0,-,-,0.0,0.0,,,,,,,,
166,11.10.2021,17:30,17:45,,,,,70.0,-,-,0.0,0.0,,,,,,,,
167,11.10.2021,17:45,18:00,,,,,71.0,-,-,0.0,0.0,,,,,,,,
168,11.10.2021,18:00,18:15,,,,,72.0,-,-,0.0,0.0,,,,,,,,
169,11.10.2021,18:15,18:30,,,,,73.0,-,-,0.0,0.0,,,,,,,,
170,11.10.2021,18:30,18:45,,,,,74.0,-,-,0.0,0.0,,,,,,,,
171,11.10.2021,18:45,19:00,,,,,75.0,-,-,0.0,0.0,,,,,,,,
172,11.10.2021,19:00,19:15,,,,,76.0,-,-,0.0,0.0,,,,,,,,
173,11.10.2021,19:15,19:30,,,,,77.0,-,-,0.0,0.0,,,,,,,,
174,11.10.2021,19:30,19:45,,,,,78.0,-,-,0.0,0.0,,,,,,,,
175,11.10.2021,19:45,20:00,,,,,79.0,-,-,0.0,0.0,,,,,,,,
176,11.10.2021,20:00,20:15,,,,,80.0,-,-,0.0,0.0,,,,,,,,
177,11.10.2021,20:15,20:30,,,,,81.0,-,-,0.0,0.0,,,,,,,,
178,11.10.2021,20:30,20:45,,,,,82.0,-,-,0.0,0.0,,,,,,,,
179,11.10.2021,20:45,21:00,,,,,83.0,-,-,0.0,0.0,,,,,,,,
180,11.10.2021,21:00,21:15,,,,,84.0,-,-,0.0,0.0,,,,,,,,
181,11.10.2021,21:15,21:30,,,,,85.0,-,-,0.0,0.0,,,,,,,,
182,11.10.2021,21:30,21:45,,,,,86.0,-,-,0.0,0.0,,,,,,,,
183,11.10.2021,21:45,22:00,,,,,87.0,-,-,0.0,0.0,,,,,,,,
184,11.10.2021,22:00,22:15,,,,,88.0,-,-,0.0,0.0,,,,,,,,
185,11.10.2021,22:15,22:30,,,,,89.0,-,-,0.0,0.0,,,,,,,,
186,11.10.2021,22:30,22:45,,,,,90.0,-,-,0.0,0.0,,,,,,,,
187,11.10.2021,22:45,23:00,,,,,91.0,-,-,0.0,0.0,,,,,,,,
188,11.10.2021,23:00,23:15,,,,,92.0,-,-,0.0,0.0,,,,,,,,
189,11.10.2021,23:15,23:30,,,,,93.0,-,-,0.0,0.0,,,,,,,,
190,11.10.2021,23:30,23:45,,,,,94.0,-,-,0.0,0.0,,,,,,,,
191,11.10.2021,23:45,00:00,,,,,95.0,-,-,0.0,0.0,,,,,,,,
192,11.10.2021,00:00,00:15,,,,,0.0,-,-,0.0,0.0,,,,,,,,
193,11.10.2021,00:15,00:30,,,,,1.0,-,-,0.0,0.0,,,,,,,,
194,11.10.2021,00:30,00:45,,,,,2.0,-,-,0.0,0.0,,,,,,,,
195,11.10.2021,00:45,01:00,,,,,3.0,-,-,0.0,0.0,,,,,,,,
196,11.10.2021,01:00,01:15,,,,,4.0,-,-,0.0,0.0,,,,,,,,
197,11.10.2021,01:15,01:30,,,,,5.0,-,-,0.0,0.0,,,,,,,,
198,11.10.2021,01:30,01:45,,,,,6.0,-,-,0.0,0.0,,,,,,,,
199,11.10.2021,01:45,02:00,,,,,7.0,-,-,0.0,0.0,,,,,,,,
200,11.10.2021,02:00,02:15,,,,,8.0,-,-,0.0,0.0,,,,,,,,
201,11.10.2021,02:15,02:30,,,,,9.0,-,-,0.0,0.0,,,,,,,,
202,11.10.2021,02:30,02:45,,,,,10.0,-,-,0.0,0.0,,,,,,,,
203,11.10.2021,02:45,03:00,,,,,11.0,-,-,0.0,0.0,,,,,,,,
204,11.10.2021,03:00,03:15,,,,,12.0,-,-,0.0,0.0,,,,,,,,
205,11.10.2021,03:15,03:30,,,,,13.0,-,-,0.0,0.0,,,,,,,,
206,11.10.2021,03:30,03:45,,,,,14.0,-,-,0.0,0.0,,,,,,,,
207,11.10.2021,03:45,04:00,,,,,15.0,-,-,0.0,0.0,,,,,,,,
208,11.10.2021,04:00,04:15,,,,,16.0,-,-,0.0,0.0,,,,,,,,
209,11.10.2021,04:15,04:30,,,,,17.0,-,-,0.0,0.0,,,,,,,,
210,11.10.2021,04:30,04:45,,,,,18.0,-,-,0.0,0.0,,,,,,,,
211,11.10.2021,04:45,05:00,,,,,19.0,-,-,0.0,0.0,,,,,,,,
212,11.10.2021,05:00,05:15,,,,,20.0,-,-,0.0,0.0,,,,,,,,
213,11.10.2021,05:15,05:30,,,,,21.0,-,-,0.0,0.0,,,,,,,,
214,11.10.2021,05:30,05:45,,,,,22.0,-,-,0.0,0.0,,,,,,,,
215,11.10.2021,05:45,06:00,,,,,23.0,-,-,0.0,0.0,,,,,,,,
216,11.10.2021,06:00,06:15,,,,,24.0,-,-,0.0,0.0,,,,,,,,
217,11.10.2021,06:15,06:30,,,,,25.0,-,-,0.0,0.0,,,,,,,,
218,11.10.2021,06:30,06:45,,,,,26.0,-,-,0.0,0.0,,,,,,,,
219,11.10.2021,06:45,07:00,,,,,27.0,-,-,0.0,0.0,,,,,,,,
220,11.10.2021,07:00,07:15,,,,,28.0,-,-,0.0,0.0,,,,,,,,
221,11.10.2021,07:15,07:30,,,,,29.0,-,-,0.0,0.0,,,,,,,,
222,11.10.2021,07:30,07:45,,,,,30.0,-,-,0.0,0.0,,,,,,,,
223,11.10.2021,07:45,08:00,,,,,31.0,-,-,0.0,0.0,,,,,,,,
224,11.10.2021,08:00,08:15,,,,,32.0,-,-,0.0,0.0,,,,,,,,
225,11.10.2021,08:15,08:30,,,,,33.0,-,-,0.0,0.0,,,,,,,,
226,11.10.2021,08:30,08:45,,,,,34.0,-,-,0.0,0.0,,,,,,,,
227,11.10.2021,08:45,09:00,,,,,35.0,-,-,0.0,0.0,,,,,,,,
228,11.10.2021,09:00,09:15,,,,,36.0,-,-,0.0,0.0,,,,,,,,
229,11.10.2021,09:15,09:30,,,,,37.0,-,-,0.0,0.0,,,,,,,,
230,11.10.2021,09:30,09:45,,,,,38.0,-,-,0.0,0.0,,,,,,,,
231,11.10.2021,09:45,10:00,,,,,39.0,-,-,0.0,0.0,,,,,,,,
232,11.10.2021,10:00,10:15,,,,,40.0,-,-,0.0,0.0,,,,,,,,
233,11.10.2021,10:15,10:30,,,,,41.0,-,-,0.0,0.0,,,,,,,,
234,11.10.2021,10:30,10:45,,,,,42.0,-,-,0.0,0.0,,,,,,,,
235,11.10.2021,10:45,11:00,,,,,43.0,-,-,0.0,0.0,,,,,,,,
236,11.10.2021,11:00,11:15,,,,,44.0,-,-,0.0,0.0,,,,,,,,
237,11.10.2021,11:15,11:30,,,,,45.0,-,-,0.0,0.0,,,,,,,,
238,11.10.2021,11:30,11:45,,,,,46.0,-,-,0.0,0.0,,,,,,,,
239,11.10.2021,11:45,12:00,,,,,47.0,-,-,0.0,0.0,,,,,,,,
240,11.10.2021,12:00,12:15,,,,,48.0,-,-,0.0,0.0,,,,,,,,
241,11.10.2021,12:15,12:30,,,,,49.0,-,-,0.0,0.0,,,,,,,,
242,11.10.2021,12:30,12:45,,,,,50.0,-,-,0.0,0.0,,,,,,,,
243,11.10.2021,12:45,13:00,,,,,51.0,-,-,0.0,0.0,,,,,,,,
244,11.10.2021,13:00,13:15,,,,,52.0,-,-,0.0,0.0,,,,,,,,
245,11.10.2021,13:15,13:30,,,,,53.0,-,-,0.0,0.0,,,,,,,,
246,11.10.2021,13:30,13:45,,,,,54.0,-,-,0.0,0.0,,,,,,,,
247,11.10.2021,13:45,14:00,,,,,55.0,-,-,0.0,0.0,,,,,,,,
248,11.10.2021,14:00,14:15,,,,,56.0,-,-,0.0,0.0,,,,,,,,
249,11.10.2021,14:15,14:30,,,,,57.0,-,-,0.0,0.0,,,,,,,,
250,11.10.2021,14:30,14:45,,,,,58.0,-,-,0.0,0.0,,,,,,,,
251,11.10.2021,14:45,15:00,,,,,59.0,-,-,0.0,0.0,,,,,,,,
252,11.10.2021,15:00,15:15,,,,,60.0,-,-,0.0,0.0,,,,,,,,
253,11.10.2021,15:15,15:30,,,,,61.0,-,-,0.0,0.0,,,,,,,,
254,11.10.2021,15:30,15:45,,,,,62.0,-,-,0.0,0.0,,,,,,,,
255,11.10.2021,15:45,16:00,,,,,63.0,-,-,0.0,0.0,,,,,,,,
256,11.10.2021,16:00,16:15,,,,,64.0,-,-,0.0,0.0,,,,,,,,
257,11.10.2021,16:15,16:30,,,,,65.0,-,-,0.0,0.0,,,,,,,,
258,11.10.2021,16:30,16:45,,,,,66.0,-,-,0.0,0.0,,,,,,,,
259,11.10.2021,16:45,17:00,,,,,67.0,-,-,0.0,0.0,,,,,,,,
260,11.10.2021,17:00,17:15,,,,,68.0,-,-,0.0,0.0,,,,,,,,
261,11.10.2021,17:15,17:30,,,,,69.0,-,-,0.0,0.0,,,,,,,,
262,11.10.2021,17:30,17:45,,,,,70.0,-,-,0.0,0.0,,,,,,,,
263,11.10.2021,17:45,18:00,,,,,71.0,-,-,0.0,0.0,,,,,,,,
264,11.10.2021,18:00,18:15,,,,,72.0,-,-,0.0,0.0,,,,,,,,
265,11.10.2021,18:15,18:30,,,,,73.0,-,-,0.0,0.0,,,,,,,,
266,11.10.2021,18:30,18:45,,,,,74.0,-,-,0.0,0.0,,,,,,,,
267,11.10.2021,18:45,19:00,,,,,75.0,-,-,0.0,0.0,,,,,,,,
268,11.10.2021,19:00,19:15,,,,,76.0,-,-,0.0,0.0,,,,,,,,
269,11.10.2021,19:15,19:30,,,,,77.0,-,-,0.0,0.0,,,,,,,,
270,11.10.2021,19:30,19:45,,,,,78.0,-,-,0.0,0.0,,,,,,,,
271,11.10.2021,19:45,20:00,,,,,79.0,-,-,0.0,0.0,,,,,,,,
272,11.10.2021,20:00,20:15,,,,,80.0,-,-,0.0,0.0,,,,,,,,
273,11.10.2021,20:15,20:30,,,,,81.0,-,-,0.0,0.0,,,,,,,,
274,11.10.2021,20:30,20:45,,,,,82.0,-,-,0.0,0.0,,,,,,,,
275,11.10.2021,20:45,21:00,,,,,83.0,-,-,0.0,0.0,,,,,,,,
276,11.10.2021,21:00,21:15,,,,,84.0,-,-,0.0,0.0,,,,,,,,
277,11.10.2021,21:15,21:30,,,,,85.0,-,-,0.0,0.0,,,,,,,,
278,11.10.2021,21:30,21:45,,,,,86.0,-,-,0.0,0.0,,,,,,,,
279,11.10.2021,21:45,22:00,,,,,87.0,-,-,0.0,0.0,,,,,,,,
280,11.10.2021,22:00,22:15,,,,,88.0,-,-,0.0,0.0,,,,,,,,
281,11.10.2021,22:15,22:30,,,,,89.0,-,-,0.0,0.0,,,,,,,,
282,11.10.2021,22:30,22:45,,,,,90.0,-,-,0.0,0.0,,,,,,,,
283,11.10.2021,22:45,23:00,,,,,91.0,-,-,0.0,0.0,,,,,,,,
284,11.10.2021,23:00,23:15,,,,,92.0,-,-,0.0,0.0,,,,,,,,
285,11.10.2021,23:15,23:30,,,,,93.0,-,-,0.0,0.0,,,,,,,,
286,11.10.2021,23:30,23:45,,,,,94.0,-,-,0.0,0.0,,,,,,,,
287,11.10.2021,23:45,00:00,,,,,95.0,-,-,0.0,0.0,,,,,,,,
288,11.10.2021,00:00,00:15,,,,,0.0,,,,,-,,,,,,,
289,11.10.2021,00:15,00:30,,,,,1.0,,,,,-,,,,,,,
290,11.10.2021,00:30,00:45,,,,,2.0,,,,,-,,,,,,,
291,11.10.2021,00:45,01:00,,,,,3.0,,,,,-,,,,,,,
292,11.10.2021,01:00,01:15,,,,,4.0,,,,,-,,,,,,,
293,11.10.2021,01:15,01:30,,,,,5.0,,,,,-,,,,,,,
294,11.10.2021,01:30,01:45,,,,,6.0,,,,,-,,,,,,,
295,11.10.2021,01:45,02:00,,,,,7.0,,,,,-,,,,,,,
296,11.10.2021,02:00,02:15,,,,,8.0,,,,,-,,,,,,,
297,11.10.2021,02:15,02:30,,,,,9.0,,,,,-,,,,,,,
298,11.10.2021,02:30,02:45,,,,,10.0,,,,,-,,,,,,,
299,11.10.2021,02:45,03:00,,,,,11.0,,,,,-,,,,,,,
300,11.10.2021,03:00,03:15,,,,,12.0,,,,,-,,,,,,,
301,11.10.2021,03:15,03:30,,,,,13.0,,,,,-,,,,,,,
302,11.10.2021,03:30,03:45,,,,,14.0,,,,,-,,,,,,,
303,11.10.2021,03:45,04:00,,,,,15.0,,,,,-,,,,,,,
304,11.10.2021,04:00,04:15,,,,,16.0,,,,,-,,,,,,,
305,11.10.2021,04:15,04:30,,,,,17.0,,,,,-,,,,,,,
306,11.10.2021,04:30,04:45,,,,,18.0,,,,,-,,,,,,,
307,11.10.2021,04:45,05:00,,,,,19.0,,,,,-,,,,,,,
308,11.10.2021,05:00,05:15,,,,,20.0,,,,,-,,,,,,,
309,11.10.2021,05:15,05:30,,,,,21.0,,,,,-,,,,,,,
310,11.10.2021,05:30,05:45,,,,,22.0,,,,,-,,,,,,,
311,11.10.2021,05:45,06:00,,,,,23.0,,,,,-,,,,,,,
312,11.10.2021,06:00,06:15,,,,,24.0,,,,,-,,,,,,,
313,11.10.2021,06:15,06:30,,,,,25.0,,,,,-,,,,,,,
314,11.10.2021,06:30,06:45,,,,,26.0,,,,,-,,,,,,,
315,11.10.2021,06:45,07:00,,,,,27.0,,,,,-,,,,,,,
316,11.10.2021,07:00,07:15,,,,,28.0,,,,,-,,,,,,,
317,11.10.2021,07:15,07:30,,,,,29.0,,,,,-,,,,,,,
318,11.10.2021,07:30,07:45,,,,,30.0,,,,,-,,,,,,,
319,11.10.2021,07:45,08:00,,,,,31.0,,,,,-,,,,,,,
320,11.10.2021,08:00,08:15,,,,,32.0,,,,,-,,,,,,,
321,11.10.2021,08:15,08:30,,,,,33.0,,,,,-,,,,,,,
322,11.10.2021,08:30,08:45,,,,,34.0,,,,,-,,,,,,,
323,11.10.2021,08:45,09:00,,,,,35.0,,,,,-,,,,,,,
324,11.10.2021,09:00,09:15,,,,,36.0,,,,,-,,,,,,,
